seg,rgn,greenland,island,segID,rgnID
Canada5106,CAN,0,0,5106,18
Canada5115,CAN,0,0,5115,18
Canada5120,CAN,0,0,5120,18
Canada5132,CAN,0,0,5132,18
Canada5166,CAN,0,0,5166,18
Canada5167,CAN,0,0,5167,18
Canada5202,CAN,0,0,5202,18
Canada5168,CAN,0,0,5168,18
Canada5169,CAN,0,0,5169,18
Canada5171,CAN,0,0,5171,18
Canada5172,CAN,0,0,5172,18
Canada5173,CAN,0,0,5173,18
Canada5175,CAN,0,0,5175,18
Canada5177,CAN,0,0,5177,18
Canada5178,CAN,0,0,5178,18
Canada5179,CAN,0,0,5179,18
Canada5180,CAN,0,0,5180,18
Canada5181,CAN,0,0,5181,18
Canada5203,CAN,0,0,5203,18
Canada5204,CAN,0,0,5204,18
Canada5218,CAN,0,0,5218,18
Canada5221,CAN,0,0,5221,18
Canada5265,CAN,0,0,5265,18
Canada5266,CAN,0,0,5266,18
Canada5267,CAN,0,0,5267,18
Canada5268,CAN,0,0,5268,18
Canada5269,CAN,0,0,5269,18
Canada5270,CAN,0,0,5270,18
Canada5170,CAN,0,0,5170,18
Canada5353,CAN,0,0,5353,18
Canada5174,CAN,0,0,5174,18
Canada5176,CAN,0,0,5176,18
Canada5527,CAN,0,0,5527,18
Canada5691,CAN,0,0,5691,18
Canada7437,CAN,0,0,7437,18
Denmark7037,DNK,1,1,7037,33
Denmark7038,DNK,1,1,7038,33
Denmark7039,DNK,1,1,7039,33
Denmark7040,DNK,1,1,7040,33
Denmark7041,DNK,1,1,7041,33
Denmark7042,DNK,1,1,7042,33
Denmark7348,DNK,1,1,7348,33
Denmark7349,DNK,1,1,7349,33
Denmark7350,DNK,1,1,7350,33
Denmark7043,DNK,1,1,7043,33
Denmark7044,DNK,1,1,7044,33
Denmark7045,DNK,1,1,7045,33
Denmark7046,DNK,1,1,7046,33
Denmark7047,DNK,1,1,7047,33
Denmark7053,DNK,1,1,7053,33
Denmark7054,DNK,1,1,7054,33
Denmark7055,DNK,1,1,7055,33
Denmark7056,DNK,1,1,7056,33
Denmark7057,DNK,1,1,7057,33
Denmark7106,DNK,1,1,7106,33
Denmark7107,DNK,1,1,7107,33
Denmark7108,DNK,1,1,7108,33
Denmark7961,DNK,1,1,7961,33
Denmark7964,DNK,1,1,7964,33
Denmark7058,DNK,1,1,7058,33
Denmark7105,DNK,1,1,7105,33
Denmark7117,DNK,1,1,7117,33
Denmark7118,DNK,1,1,7118,33
Denmark7125,DNK,1,1,7125,33
Denmark7126,DNK,1,1,7126,33
Denmark7127,DNK,1,1,7127,33
Denmark7135,DNK,1,1,7135,33
Denmark8017,DNK,1,1,8017,33
Denmark8018,DNK,1,1,8018,33
Denmark8019,DNK,1,1,8019,33
Denmark8022,DNK,1,1,8022,33
Denmark8080,DNK,1,1,8080,33
Denmark8101,DNK,1,1,8101,33
Denmark7119,DNK,1,1,7119,33
Denmark7120,DNK,1,1,7120,33
Denmark7121,DNK,1,1,7121,33
Denmark7128,DNK,1,1,7128,33
Denmark7129,DNK,1,1,7129,33
Denmark7130,DNK,1,1,7130,33
Denmark7131,DNK,1,1,7131,33
Denmark7132,DNK,1,1,7132,33
Denmark7133,DNK,1,1,7133,33
Denmark7134,DNK,1,1,7134,33
Denmark8124,DNK,1,1,8124,33
Denmark8136,DNK,1,1,8136,33
Denmark8137,DNK,1,1,8137,33
Denmark8138,DNK,1,1,8138,33
Denmark8139,DNK,1,1,8139,33
Denmark8160,DNK,1,1,8160,33
Denmark8168,DNK,1,1,8168,33
Denmark8188,DNK,1,1,8188,33
Denmark7136,DNK,1,1,7136,33
Denmark7137,DNK,1,1,7137,33
Denmark7139,DNK,1,1,7139,33
Denmark7140,DNK,1,1,7140,33
Denmark7141,DNK,1,1,7141,33
Denmark7143,DNK,1,1,7143,33
Denmark7148,DNK,1,1,7148,33
Denmark8176,DNK,1,1,8176,33
Denmark8189,DNK,1,1,8189,33
Denmark7150,DNK,1,1,7150,33
Denmark7151,DNK,1,1,7151,33
Denmark7152,DNK,1,1,7152,33
Denmark7153,DNK,1,1,7153,33
Denmark7154,DNK,1,1,7154,33
Denmark7155,DNK,1,1,7155,33
Denmark7156,DNK,1,1,7156,33
Denmark7142,DNK,1,1,7142,33
Denmark7157,DNK,1,1,7157,33
Denmark7158,DNK,1,1,7158,33
Denmark7163,DNK,1,1,7163,33
Denmark7149,DNK,1,1,7149,33
Denmark7164,DNK,1,1,7164,33
Denmark7165,DNK,1,1,7165,33
Denmark7166,DNK,1,1,7166,33
Denmark7167,DNK,1,1,7167,33
Denmark7168,DNK,1,1,7168,33
Denmark7169,DNK,1,1,7169,33
Denmark7170,DNK,1,1,7170,33
Denmark7171,DNK,1,1,7171,33
Denmark7176,DNK,1,1,7176,33
Denmark7177,DNK,1,1,7177,33
Denmark7178,DNK,1,1,7178,33
Denmark7179,DNK,1,1,7179,33
Denmark7180,DNK,1,1,7180,33
Denmark7181,DNK,1,1,7181,33
Denmark7182,DNK,1,1,7182,33
Denmark8252,DNK,1,1,8252,33
Denmark8253,DNK,1,1,8253,33
Denmark8254,DNK,1,1,8254,33
Denmark8292,DNK,1,1,8292,33
Denmark7183,DNK,1,1,7183,33
Denmark7184,DNK,1,1,7184,33
Denmark7185,DNK,1,1,7185,33
Denmark7186,DNK,1,1,7186,33
Denmark7187,DNK,1,1,7187,33
Denmark8316,DNK,1,1,8316,33
Denmark8317,DNK,1,1,8317,33
Denmark8318,DNK,1,1,8318,33
Denmark8319,DNK,1,1,8319,33
Denmark8320,DNK,1,1,8320,33
Denmark8328,DNK,1,1,8328,33
Denmark8329,DNK,1,1,8329,33
Denmark8330,DNK,1,1,8330,33
Denmark8331,DNK,1,1,8331,33
Denmark8332,DNK,1,1,8332,33
Denmark7188,DNK,1,1,7188,33
Denmark7189,DNK,1,1,7189,33
Denmark7190,DNK,1,1,7190,33
Denmark7191,DNK,1,1,7191,33
Denmark6839,DNK,1,1,6839,33
Denmark6982,DNK,1,1,6982,33
Denmark7033,DNK,1,1,7033,33
Denmark7048,DNK,1,1,7048,33
Denmark7049,DNK,1,1,7049,33
Denmark7050,DNK,1,1,7050,33
Denmark7052,DNK,1,1,7052,33
Denmark7287,DNK,1,1,7287,33
Denmark7296,DNK,1,1,7296,33
Denmark7034,DNK,1,1,7034,33
Denmark7036,DNK,1,1,7036,33
Denmark7051,DNK,1,1,7051,33
Denmark7059,DNK,1,1,7059,33
Denmark7060,DNK,1,1,7060,33
Denmark7061,DNK,1,1,7061,33
Denmark7062,DNK,1,1,7062,33
Denmark7063,DNK,1,1,7063,33
Denmark7064,DNK,1,1,7064,33
Denmark7065,DNK,1,1,7065,33
Denmark7066,DNK,1,1,7066,33
Denmark7067,DNK,1,1,7067,33
Denmark7068,DNK,1,1,7068,33
Denmark7069,DNK,1,1,7069,33
Denmark7070,DNK,1,1,7070,33
Denmark7071,DNK,1,1,7071,33
Denmark7072,DNK,1,1,7072,33
Denmark7073,DNK,1,1,7073,33
Denmark7074,DNK,1,1,7074,33
Denmark7075,DNK,1,1,7075,33
Denmark7076,DNK,1,1,7076,33
Denmark7077,DNK,1,1,7077,33
Denmark7078,DNK,1,1,7078,33
Denmark7079,DNK,1,1,7079,33
Denmark8541,DNK,1,1,8541,33
Denmark8545,DNK,1,1,8545,33
Denmark8546,DNK,1,1,8546,33
Denmark8548,DNK,1,1,8548,33
Denmark8551,DNK,1,1,8551,33
Denmark8553,DNK,1,1,8553,33
Iceland8269,ISL,0,0,8269,64
Iceland8270,ISL,0,0,8270,64
Iceland8271,ISL,0,0,8271,64
Iceland8256,ISL,0,0,8256,64
Iceland8267,ISL,0,0,8267,64
Iceland8266,ISL,0,0,8266,64
Iceland8268,ISL,0,0,8268,64
Iceland8255,ISL,0,0,8255,64
Iceland8257,ISL,0,0,8257,64
Iceland8258,ISL,0,0,8258,64
Iceland8259,ISL,0,0,8259,64
Iceland8260,ISL,0,0,8260,64
Iceland8265,ISL,0,0,8265,64
Iceland8261,ISL,0,0,8261,64
Iceland8262,ISL,0,0,8262,64
Iceland8263,ISL,0,0,8263,64
Iceland8264,ISL,0,0,8264,64
Norway8946,NOR,0,0,8946,98
Norway9090,NOR,0,0,9090,98
Norway9109,NOR,0,0,9109,98
Norway9183,NOR,0,0,9183,98
Norway9130,NOR,0,0,9130,98
Norway9135,NOR,0,0,9135,98
Norway9205,NOR,0,0,9205,98
Norway9184,NOR,0,0,9184,98
Norway9185,NOR,0,0,9185,98
Norway9186,NOR,0,0,9186,98
Norway9187,NOR,0,0,9187,98
Norway9188,NOR,0,0,9188,98
Norway9189,NOR,0,0,9189,98
Norway9227,NOR,0,0,9227,98
Norway9255,NOR,0,0,9255,98
Norway8935,NOR,0,0,8935,98
Norway8936,NOR,0,0,8936,98
Norway8944,NOR,0,0,8944,98
Norway8967,NOR,0,0,8967,98
Norway8968,NOR,0,0,8968,98
Norway8969,NOR,0,0,8969,98
Norway8947,NOR,0,0,8947,98
Norway8948,NOR,0,0,8948,98
Norway8949,NOR,0,0,8949,98
Norway8950,NOR,0,0,8950,98
Norway8951,NOR,0,0,8951,98
Norway8952,NOR,0,0,8952,98
Norway8953,NOR,0,0,8953,98
Norway8954,NOR,0,0,8954,98
Norway8955,NOR,0,0,8955,98
Norway8956,NOR,0,0,8956,98
Norway8957,NOR,0,0,8957,98
Norway8958,NOR,0,0,8958,98
Norway8964,NOR,0,0,8964,98
Norway8965,NOR,0,0,8965,98
Norway8966,NOR,0,0,8966,98
Norway8970,NOR,0,0,8970,98
Norway8971,NOR,0,0,8971,98
Norway8972,NOR,0,0,8972,98
Norway8973,NOR,0,0,8973,98
Norway8974,NOR,0,0,8974,98
Norway8975,NOR,0,0,8975,98
Norway9111,NOR,0,0,9111,98
Norway9171,NOR,0,0,9171,98
Norway9181,NOR,0,0,9181,98
Norway9182,NOR,0,0,9182,98
Norway8959,NOR,0,0,8959,98
Norway8960,NOR,0,0,8960,98
Norway8961,NOR,0,0,8961,98
Norway8962,NOR,0,0,8962,98
Norway8963,NOR,0,0,8963,98
Norway9115,NOR,0,0,9115,98
Norway9117,NOR,0,0,9117,98
Norway9118,NOR,0,0,9118,98
Norway9119,NOR,0,0,9119,98
Norway9120,NOR,0,0,9120,98
Norway9121,NOR,0,0,9121,98
Norway9122,NOR,0,0,9122,98
Norway9123,NOR,0,0,9123,98
Norway9124,NOR,0,0,9124,98
Norway9125,NOR,0,0,9125,98
Norway9126,NOR,0,0,9126,98
Norway9127,NOR,0,0,9127,98
Norway9146,NOR,0,0,9146,98
Norway9147,NOR,0,0,9147,98
Norway9148,NOR,0,0,9148,98
Norway9149,NOR,0,0,9149,98
Norway9150,NOR,0,0,9150,98
Norway9151,NOR,0,0,9151,98
Norway9152,NOR,0,0,9152,98
Norway9153,NOR,0,0,9153,98
Norway9154,NOR,0,0,9154,98
Norway9155,NOR,0,0,9155,98
Norway9156,NOR,0,0,9156,98
Norway9157,NOR,0,0,9157,98
Norway9158,NOR,0,0,9158,98
Norway9159,NOR,0,0,9159,98
Norway9160,NOR,0,0,9160,98
Norway9161,NOR,0,0,9161,98
Norway9162,NOR,0,0,9162,98
Norway9163,NOR,0,0,9163,98
Norway9164,NOR,0,0,9164,98
Norway9165,NOR,0,0,9165,98
Norway9166,NOR,0,0,9166,98
Norway9167,NOR,0,0,9167,98
Norway9168,NOR,0,0,9168,98
Norway9169,NOR,0,0,9169,98
Norway9170,NOR,0,0,9170,98
Norway9172,NOR,0,0,9172,98
Norway9173,NOR,0,0,9173,98
Norway9174,NOR,0,0,9174,98
Norway9175,NOR,0,0,9175,98
Norway9176,NOR,0,0,9176,98
Norway9177,NOR,0,0,9177,98
Norway9178,NOR,0,0,9178,98
Norway9179,NOR,0,0,9179,98
Norway9180,NOR,0,0,9180,98
Norway9217,NOR,0,0,9217,98
Norway9190,NOR,0,0,9190,98
Norway9225,NOR,0,0,9225,98
Norway9228,NOR,0,0,9228,98
Norway9101,NOR,0,0,9101,98
Norway8453,NOR,0,0,8453,98
RussianFederation9515,RUS,0,0,9515,113
RussianFederation9516,RUS,0,0,9516,113
RussianFederation9517,RUS,0,0,9517,113
RussianFederation9990,RUS,0,0,9990,113
RussianFederation9991,RUS,0,0,9991,113
RussianFederation9992,RUS,0,0,9992,113
RussianFederation9993,RUS,0,0,9993,113
RussianFederation10004,RUS,0,0,10004,113
RussianFederation10005,RUS,0,0,10005,113
RussianFederation10031,RUS,0,0,10031,113
RussianFederation10033,RUS,0,0,10033,113
RussianFederation10035,RUS,0,0,10035,113
RussianFederation9510,RUS,0,0,9510,113
RussianFederation9525,RUS,0,0,9525,113
RussianFederation9526,RUS,0,0,9526,113
RussianFederation9527,RUS,0,0,9527,113
RussianFederation9530,RUS,0,0,9530,113
RussianFederation9531,RUS,0,0,9531,113
RussianFederation9532,RUS,0,0,9532,113
RussianFederation9537,RUS,0,0,9537,113
RussianFederation9538,RUS,0,0,9538,113
RussianFederation9539,RUS,0,0,9539,113
RussianFederation9549,RUS,0,0,9549,113
RussianFederation9961,RUS,0,0,9961,113
RussianFederation9962,RUS,0,0,9962,113
RussianFederation9963,RUS,0,0,9963,113
RussianFederation9964,RUS,0,0,9964,113
RussianFederation9965,RUS,0,0,9965,113
RussianFederation9966,RUS,0,0,9966,113
RussianFederation9995,RUS,0,0,9995,113
RussianFederation9996,RUS,0,0,9996,113
RussianFederation9997,RUS,0,0,9997,113
RussianFederation9998,RUS,0,0,9998,113
RussianFederation9999,RUS,0,0,9999,113
RussianFederation10000,RUS,0,0,10000,113
RussianFederation10001,RUS,0,0,10001,113
RussianFederation10002,RUS,0,0,10002,113
RussianFederation10003,RUS,0,0,10003,113
RussianFederation10037,RUS,0,0,10037,113
RussianFederation10038,RUS,0,0,10038,113
RussianFederation10039,RUS,0,0,10039,113
RussianFederation10179,RUS,0,0,10179,113
RussianFederation10180,RUS,0,0,10180,113
RussianFederation10181,RUS,0,0,10181,113
RussianFederation10188,RUS,0,0,10188,113
RussianFederation9519,RUS,0,0,9519,113
RussianFederation9520,RUS,0,0,9520,113
RussianFederation9521,RUS,0,0,9521,113
RussianFederation9282,RUS,0,0,9282,113
RussianFederation9283,RUS,0,0,9283,113
RussianFederation9284,RUS,0,0,9284,113
RussianFederation9285,RUS,0,0,9285,113
RussianFederation9287,RUS,0,0,9287,113
RussianFederation9289,RUS,0,0,9289,113
RussianFederation9290,RUS,0,0,9290,113
RussianFederation9293,RUS,0,0,9293,113
RussianFederation9307,RUS,0,0,9307,113
RussianFederation9308,RUS,0,0,9308,113
RussianFederation9309,RUS,0,0,9309,113
RussianFederation9310,RUS,0,0,9310,113
RussianFederation9311,RUS,0,0,9311,113
RussianFederation9312,RUS,0,0,9312,113
RussianFederation9313,RUS,0,0,9313,113
RussianFederation9314,RUS,0,0,9314,113
RussianFederation9315,RUS,0,0,9315,113
RussianFederation9316,RUS,0,0,9316,113
RussianFederation9317,RUS,0,0,9317,113
RussianFederation9319,RUS,0,0,9319,113
RussianFederation9320,RUS,0,0,9320,113
RussianFederation9321,RUS,0,0,9321,113
RussianFederation9322,RUS,0,0,9322,113
RussianFederation9323,RUS,0,0,9323,113
RussianFederation9324,RUS,0,0,9324,113
RussianFederation9325,RUS,0,0,9325,113
RussianFederation9348,RUS,0,0,9348,113
RussianFederation9326,RUS,0,0,9326,113
RussianFederation9327,RUS,0,0,9327,113
RussianFederation9328,RUS,0,0,9328,113
RussianFederation9329,RUS,0,0,9329,113
RussianFederation9330,RUS,0,0,9330,113
RussianFederation9331,RUS,0,0,9331,113
RussianFederation9357,RUS,0,0,9357,113
RussianFederation9358,RUS,0,0,9358,113
RussianFederation9361,RUS,0,0,9361,113
RussianFederation9362,RUS,0,0,9362,113
RussianFederation9363,RUS,0,0,9363,113
RussianFederation9364,RUS,0,0,9364,113
RussianFederation9367,RUS,0,0,9367,113
RussianFederation9368,RUS,0,0,9368,113
RussianFederation9369,RUS,0,0,9369,113
RussianFederation9370,RUS,0,0,9370,113
RussianFederation9371,RUS,0,0,9371,113
RussianFederation9372,RUS,0,0,9372,113
RussianFederation9373,RUS,0,0,9373,113
RussianFederation9374,RUS,0,0,9374,113
RussianFederation9375,RUS,0,0,9375,113
RussianFederation9380,RUS,0,0,9380,113
RussianFederation9381,RUS,0,0,9381,113
RussianFederation9383,RUS,0,0,9383,113
RussianFederation9386,RUS,0,0,9386,113
RussianFederation9388,RUS,0,0,9388,113
RussianFederation9389,RUS,0,0,9389,113
RussianFederation9390,RUS,0,0,9390,113
RussianFederation9392,RUS,0,0,9392,113
RussianFederation9393,RUS,0,0,9393,113
RussianFederation9394,RUS,0,0,9394,113
RussianFederation9395,RUS,0,0,9395,113
RussianFederation9396,RUS,0,0,9396,113
RussianFederation9397,RUS,0,0,9397,113
RussianFederation9398,RUS,0,0,9398,113
RussianFederation9399,RUS,0,0,9399,113
RussianFederation9400,RUS,0,0,9400,113
RussianFederation9391,RUS,0,0,9391,113
RussianFederation9404,RUS,0,0,9404,113
RussianFederation9405,RUS,0,0,9405,113
RussianFederation9406,RUS,0,0,9406,113
RussianFederation9411,RUS,0,0,9411,113
RussianFederation9413,RUS,0,0,9413,113
RussianFederation9414,RUS,0,0,9414,113
RussianFederation9415,RUS,0,0,9415,113
RussianFederation9416,RUS,0,0,9416,113
RussianFederation9412,RUS,0,0,9412,113
RussianFederation9294,RUS,0,0,9294,113
RussianFederation9295,RUS,0,0,9295,113
RussianFederation9343,RUS,0,0,9343,113
RussianFederation9376,RUS,0,0,9376,113
RussianFederation9377,RUS,0,0,9377,113
RussianFederation9378,RUS,0,0,9378,113
RussianFederation9379,RUS,0,0,9379,113
RussianFederation9385,RUS,0,0,9385,113
RussianFederation9298,RUS,0,0,9298,113
RussianFederation9299,RUS,0,0,9299,113
RussianFederation9300,RUS,0,0,9300,113
RussianFederation9301,RUS,0,0,9301,113
RussianFederation9305,RUS,0,0,9305,113
RussianFederation9342,RUS,0,0,9342,113
RussianFederation9302,RUS,0,0,9302,113
RussianFederation9303,RUS,0,0,9303,113
RussianFederation9349,RUS,0,0,9349,113
RussianFederation11255,RUS,0,0,11255,113
RussianFederation11256,RUS,0,0,11256,113
RussianFederation11257,RUS,0,0,11257,113
RussianFederation11258,RUS,0,0,11258,113
RussianFederation11259,RUS,0,0,11259,113
RussianFederation11664,RUS,0,0,11664,113
RussianFederation11665,RUS,0,0,11665,113
RussianFederation11666,RUS,0,0,11666,113
RussianFederation11669,RUS,0,0,11669,113
RussianFederation11670,RUS,0,0,11670,113
RussianFederation11671,RUS,0,0,11671,113
RussianFederation11672,RUS,0,0,11672,113
RussianFederation11673,RUS,0,0,11673,113
RussianFederation11690,RUS,0,0,11690,113
RussianFederation11691,RUS,0,0,11691,113
RussianFederation11692,RUS,0,0,11692,113
RussianFederation11706,RUS,0,0,11706,113
RussianFederation11274,RUS,0,0,11274,113
RussianFederation11275,RUS,0,0,11275,113
RussianFederation11276,RUS,0,0,11276,113
RussianFederation11718,RUS,0,0,11718,113
RussianFederation11719,RUS,0,0,11719,113
RussianFederation11720,RUS,0,0,11720,113
RussianFederation11721,RUS,0,0,11721,113
RussianFederation11722,RUS,0,0,11722,113
RussianFederation11735,RUS,0,0,11735,113
RussianFederation3346,RUS,0,0,3346,113
RussianFederation3347,RUS,0,0,3347,113
RussianFederation3348,RUS,0,0,3348,113
RussianFederation3349,RUS,0,0,3349,113
RussianFederation3350,RUS,0,0,3350,113
RussianFederation3351,RUS,0,0,3351,113
RussianFederation3352,RUS,0,0,3352,113
RussianFederation3353,RUS,0,0,3353,113
RussianFederation3354,RUS,0,0,3354,113
RussianFederation3355,RUS,0,0,3355,113
RussianFederation3356,RUS,0,0,3356,113
RussianFederation3357,RUS,0,0,3357,113
RussianFederation3359,RUS,0,0,3359,113
RussianFederation3360,RUS,0,0,3360,113
RussianFederation3361,RUS,0,0,3361,113
RussianFederation2567,RUS,0,0,2567,113
RussianFederation2565,RUS,0,0,2565,113
RussianFederation2566,RUS,0,0,2566,113
RussianFederation3358,RUS,0,0,3358,113
RussianFederation3362,RUS,0,0,3362,113
RussianFederation3363,RUS,0,0,3363,113
RussianFederation4978,RUS,0,0,4978,113
RussianFederation11965,RUS,0,0,11965,113
RussianFederation9264,RUS,0,0,9264,113
UnitedStates4981,USA,0,0,4981,138
UnitedStates4982,USA,0,0,4982,138
Canada3384,CAN,0,0,3384,18
Canada3452,CAN,0,0,3452,18
Canada5687,CAN,0,0,5687,18
Canada5698,CAN,0,0,5698,18
Canada5762,CAN,0,0,5762,18
Canada5746,CAN,0,0,5746,18
Canada5747,CAN,0,0,5747,18
Canada5748,CAN,0,0,5748,18
Canada5766,CAN,0,0,5766,18
Canada5844,CAN,0,0,5844,18
Canada5903,CAN,0,0,5903,18
Canada5908,CAN,0,0,5908,18
Canada6123,CAN,0,0,6123,18
Canada6165,CAN,0,0,6165,18
Canada5092,CAN,0,0,5092,18
Canada5100,CAN,0,0,5100,18
Canada5103,CAN,0,0,5103,18
Canada5105,CAN,0,0,5105,18
Canada5108,CAN,0,0,5108,18
Denmark7080,DNK,1,1,7080,33
Denmark7431,DNK,1,1,7431,33
Denmark7533,DNK,1,1,7533,33
Denmark7035,DNK,1,1,7035,33
Denmark7081,DNK,1,1,7081,33
Denmark7082,DNK,1,1,7082,33
Denmark7083,DNK,1,1,7083,33
Denmark7084,DNK,1,1,7084,33
Denmark7085,DNK,1,1,7085,33
Denmark7086,DNK,1,1,7086,33
Denmark7087,DNK,1,1,7087,33
Denmark7088,DNK,1,1,7088,33
Denmark7089,DNK,1,1,7089,33
Denmark7090,DNK,1,1,7090,33
Denmark7091,DNK,1,1,7091,33
Denmark7092,DNK,1,1,7092,33
Denmark7093,DNK,1,1,7093,33
Denmark7094,DNK,1,1,7094,33
Denmark7095,DNK,1,1,7095,33
Denmark7096,DNK,1,1,7096,33
Denmark7097,DNK,1,1,7097,33
Denmark7098,DNK,1,1,7098,33
Denmark7099,DNK,1,1,7099,33
Denmark7100,DNK,1,1,7100,33
Denmark7101,DNK,1,1,7101,33
Denmark7102,DNK,1,1,7102,33
Denmark7103,DNK,1,1,7103,33
Denmark7197,DNK,1,1,7197,33
Denmark7217,DNK,1,1,7217,33
Denmark8291,DNK,1,1,8291,33
Denmark7193,DNK,1,1,7193,33
Denmark7194,DNK,1,1,7194,33
Denmark7195,DNK,1,1,7195,33
Denmark7196,DNK,1,1,7196,33
Denmark7207,DNK,1,1,7207,33
Denmark7208,DNK,1,1,7208,33
Denmark7209,DNK,1,1,7209,33
Denmark7210,DNK,1,1,7210,33
Denmark7211,DNK,1,1,7211,33
Denmark7192,DNK,1,1,7192,33
Denmark7199,DNK,1,1,7199,33
Denmark7200,DNK,1,1,7200,33
Denmark7201,DNK,1,1,7201,33
Denmark7202,DNK,1,1,7202,33
Denmark7203,DNK,1,1,7203,33
Denmark7204,DNK,1,1,7204,33
Denmark7205,DNK,1,1,7205,33
Denmark7212,DNK,1,1,7212,33
Denmark7213,DNK,1,1,7213,33
Denmark7214,DNK,1,1,7214,33
Denmark7215,DNK,1,1,7215,33
Denmark7216,DNK,1,1,7216,33
Denmark7219,DNK,1,1,7219,33
Denmark7225,DNK,1,1,7225,33
Denmark7226,DNK,1,1,7226,33
Denmark7227,DNK,1,1,7227,33
Denmark7229,DNK,1,1,7229,33
Denmark7232,DNK,1,1,7232,33
Denmark8248,DNK,1,1,8248,33
Denmark8250,DNK,1,1,8250,33
Denmark8272,DNK,1,1,8272,33
Denmark8280,DNK,1,1,8280,33
Denmark8282,DNK,1,1,8282,33
Denmark8283,DNK,1,1,8283,33
Denmark8284,DNK,1,1,8284,33
Denmark8285,DNK,1,1,8285,33
Denmark8286,DNK,1,1,8286,33
Denmark8287,DNK,1,1,8287,33
Denmark8289,DNK,1,1,8289,33
Denmark8290,DNK,1,1,8290,33
Denmark8293,DNK,1,1,8293,33
Denmark8307,DNK,1,1,8307,33
Denmark7206,DNK,1,1,7206,33
Denmark7220,DNK,1,1,7220,33
Denmark7221,DNK,1,1,7221,33
Denmark7222,DNK,1,1,7222,33
Denmark7223,DNK,1,1,7223,33
Denmark7224,DNK,1,1,7224,33
Denmark7228,DNK,1,1,7228,33
Denmark8294,DNK,1,1,8294,33
Denmark8295,DNK,1,1,8295,33
Denmark8296,DNK,1,1,8296,33
Denmark8297,DNK,1,1,8297,33
Denmark8298,DNK,1,1,8298,33
Denmark8299,DNK,1,1,8299,33
Denmark8300,DNK,1,1,8300,33
Denmark8301,DNK,1,1,8301,33
Denmark8302,DNK,1,1,8302,33
Denmark8303,DNK,1,1,8303,33
Denmark8304,DNK,1,1,8304,33
Denmark8305,DNK,1,1,8305,33
Denmark8306,DNK,1,1,8306,33
Denmark8309,DNK,1,1,8309,33
Denmark8310,DNK,1,1,8310,33
Denmark8311,DNK,1,1,8311,33
Denmark8312,DNK,1,1,8312,33
Denmark8313,DNK,1,1,8313,33
Denmark8314,DNK,1,1,8314,33
Denmark8315,DNK,1,1,8315,33
Denmark8333,DNK,1,1,8333,33
Denmark8334,DNK,1,1,8334,33
Denmark8335,DNK,1,1,8335,33
Denmark8336,DNK,1,1,8336,33
Denmark8337,DNK,1,1,8337,33
Denmark8338,DNK,1,1,8338,33
Denmark8339,DNK,1,1,8339,33
Denmark8340,DNK,1,1,8340,33
Denmark8341,DNK,1,1,8341,33
Denmark8342,DNK,1,1,8342,33
Denmark8343,DNK,1,1,8343,33
Denmark8344,DNK,1,1,8344,33
Denmark8345,DNK,1,1,8345,33
Denmark8348,DNK,1,1,8348,33
Denmark8349,DNK,1,1,8349,33
Denmark8350,DNK,1,1,8350,33
Denmark8351,DNK,1,1,8351,33
Denmark8352,DNK,1,1,8352,33
Denmark7246,DNK,1,1,7246,33
Denmark7258,DNK,1,1,7258,33
Denmark7259,DNK,1,1,7259,33
Denmark7260,DNK,1,1,7260,33
Denmark8198,DNK,1,1,8198,33
Denmark8199,DNK,1,1,8199,33
Denmark8221,DNK,1,1,8221,33
Denmark8225,DNK,1,1,8225,33
Denmark8228,DNK,1,1,8228,33
Denmark8229,DNK,1,1,8229,33
Denmark7247,DNK,1,1,7247,33
Denmark7248,DNK,1,1,7248,33
Denmark7256,DNK,1,1,7256,33
Denmark7257,DNK,1,1,7257,33
Denmark8244,DNK,1,1,8244,33
Denmark8246,DNK,1,1,8246,33
Denmark8251,DNK,1,1,8251,33
Denmark8327,DNK,1,1,8327,33
Denmark8347,DNK,1,1,8347,33
Denmark7245,DNK,1,1,7245,33
Denmark7249,DNK,1,1,7249,33
Denmark8190,DNK,1,1,8190,33
Denmark8191,DNK,1,1,8191,33
Denmark8192,DNK,1,1,8192,33
Denmark8193,DNK,1,1,8193,33
Denmark8194,DNK,1,1,8194,33
Denmark8195,DNK,1,1,8195,33
Denmark7250,DNK,1,1,7250,33
Denmark7251,DNK,1,1,7251,33
Denmark7252,DNK,1,1,7252,33
Denmark7253,DNK,1,1,7253,33
Denmark8196,DNK,1,1,8196,33
Denmark8197,DNK,1,1,8197,33
Denmark7254,DNK,1,1,7254,33
Denmark7255,DNK,1,1,7255,33
Denmark8239,DNK,1,1,8239,33
Denmark7230,DNK,1,1,7230,33
Denmark7231,DNK,1,1,7231,33
Denmark7233,DNK,1,1,7233,33
Denmark7234,DNK,1,1,7234,33
Denmark7235,DNK,1,1,7235,33
Denmark7236,DNK,1,1,7236,33
Denmark7237,DNK,1,1,7237,33
Denmark7238,DNK,1,1,7238,33
Denmark7239,DNK,1,1,7239,33
Denmark7240,DNK,1,1,7240,33
Denmark7241,DNK,1,1,7241,33
Denmark7242,DNK,1,1,7242,33
Denmark7243,DNK,1,1,7243,33
Denmark7244,DNK,1,1,7244,33
Denmark8140,DNK,1,1,8140,33
