iso3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
AFG,1.4790928363800049,1.5839205980300903,1.5307469367980957,1.1477340459823608,1.3153307437896729,1.2997775077819824,1.547222137451172,1.5359073877334597,1.2281324863433838,1.5585087537765503,1.4534156322479248,1.3472647666931152,1.4505761861801147,1.4460922479629517,1.5293325185775757,1.4528599977493286,1.4159666299819946,1.29348886013031,1.4022648334503174,1.4984735250473022,1.2016663551330566
AGO,0.9570316076278688,1.0949912071228027,0.940033197402954,1.091048002243042,1.1181877851486206,1.205228328704834,0.8542817831039429,0.8804905414581299,0.9022099375724792,0.99793940782547,1.1193329095840454,0.9868695735931396,1.1801111698150637,0.9079171419143676,1.0131540298461914,0.9058824777603148,1.0036325454711914,1.182897448539734,0.8650814294815063,1.1921766996383667,1.0334768295288086
ALB,1.3746535778045654,1.310177206993103,1.103671908378601,1.1049761772155762,1.0198639631271362,1.0435829162597656,1.328166365623474,1.1731634140014648,1.0896687507629397,1.3279564380645752,1.27689790725708,1.2199028730392456,1.1122649908065796,1.2386901378631592,1.6039503812789917,1.4788488149642944,1.3548269271850586,1.0250407457351685,1.3553686141967771,1.4138000011444092,1.1393685340881348
ARE,1.09807026386261,1.362863302230835,1.1807610988616943,0.9677160382270812,1.0785340070724487,1.113254189491272,1.3150004148483276,1.1668974161148071,0.8782331347465515,1.187854290008545,1.1370097398757937,1.3649616241455078,1.036673069000244,1.479711890220642,1.620766043663025,1.3090654611587524,1.3015421628952026,0.9804261326789856,1.0856932401657104,1.2665220499038696,0.9283191561698914
ARG,0.914581537246704,0.9875341057777404,0.8987885117530823,0.8549500703811646,0.7937706708908081,0.8321559429168701,0.7452994585037231,0.7689429521560669,0.8527727127075195,0.8979749083518982,0.7478011250495911,0.7821677923202515,0.9076752066612244,0.73110032081604,0.8692302107810974,0.8314011096954346,0.9679375290870668,0.94431334733963,1.0323710441589355,0.6633554100990295,0.8086519837379456
ARM,1.4478806257247925,1.3534854650497437,1.3944557905197144,1.061310887336731,1.3702481985092163,1.398035168647766,1.4548426866531372,1.419960856437683,1.197714924812317,1.3304576873779297,1.189206838607788,1.229777455329895,1.23397958278656,1.2852085828781128,1.580482840538025,1.36629319190979,1.3001091480255127,1.1744685173034668,1.3794327974319458,1.6928828954696655,1.345082402229309
AUS,0.8428513407707214,0.9281882047653198,0.8066478967666626,1.0366501808166504,0.8495460152626038,0.8612154722213745,0.842254638671875,0.8930456042289734,0.8902574181556702,0.8205522894859314,1.002539038658142,0.769994854927063,0.9450985193252563,0.7933680415153503,0.857401967048645,0.9645631313323976,0.915269374847412,1.017123103141785,0.7895480990409851,0.8078539371490479,0.825896680355072
AUT,1.2842284440994265,1.2241899967193604,1.0987380743026731,1.0465041399002075,0.9934035539627076,0.9929419755935668,1.192136287689209,1.0668175220489502,1.0473815202713013,1.238773226737976,1.2008342742919922,1.259638786315918,1.3299849033355713,1.1441725492477417,1.1898993253707886,1.3303265571594238,1.31111741065979,0.7758811712265015,1.3343372344970703,1.1969455480575562,1.332960605621338
AZE,1.2821877002716064,1.324232578277588,1.2083712816238403,1.0546339750289917,1.162247896194458,1.1921117305755615,1.286803126335144,1.2149473428726196,1.1229244470596311,1.2748358249664309,1.062095284461975,1.1800817251205444,1.1387823820114136,1.1819350719451904,1.3933411836624146,1.3639471530914309,1.2107304334640503,1.1329529285430908,1.2930570840835571,1.548850178718567,1.2324622869491575
BDI,1.1788595914840698,1.1744109392166138,0.9457573890686036,1.0883082151412964,1.082357406616211,1.0711486339569092,0.8166749477386475,0.8831616640090942,0.8833983540534973,0.9593581557273864,1.0509766340255735,0.8564660549163818,1.1197080612182615,1.0439913272857666,1.04185950756073,0.8523654341697693,0.7706010937690735,1.2330549955368042,0.7120606899261475,1.175462245941162,1.11090350151062
BEL,0.963480830192566,1.0197525024414062,0.984962522983551,0.7375518679618835,0.794713020324707,0.7788170576095581,0.9834094643592834,0.8700466156005859,0.7967714667320251,0.9957966804504396,0.9568885564804076,1.0415489673614502,0.9868083000183104,1.0841996669769287,0.961392104625702,1.1014846563339231,1.044711947441101,0.48449259996414185,1.0050090551376345,0.7963864803314209,1.051788568496704
BEN,0.995922029018402,0.8825288414955139,0.9506878852844238,1.1487663984298706,0.9932994246482848,1.0218570232391355,0.7667370438575745,0.8075196743011475,0.8536494970321655,0.9898224472999572,1.041529417037964,0.8340259790420532,1.1370257139205933,1.0724889039993286,0.9670063257217408,0.7456697225570679,0.771641731262207,1.2437230348587036,0.8602572679519653,1.089405536651611,0.9582062363624572
BFA,1.381745457649231,1.509165644645691,1.158303141593933,1.3604843616485596,1.168244242668152,1.1663622856140137,0.8467830419540405,0.9303441047668456,1.026009440422058,1.064491629600525,1.2667373418807983,1.0537983179092407,1.37667715549469,1.2710163593292236,1.1481518745422363,0.8015385270118713,0.8747822642326355,1.5314102172851565,0.7041886448860168,1.3982477188110352,1.1584864854812622
BGD,1.234025001525879,1.5915534496307373,1.0535569190979004,1.109968662261963,1.0808720588684082,1.0629993677139282,1.1429787874221802,1.1890705823898315,0.8394835591316223,1.2281036376953125,1.0880119800567627,0.9924628138542176,1.2344026565551758,0.9880405068397522,0.9726476669311525,1.366876482963562,1.2248162031173706,1.2981890439987185,1.1944540739059448,1.01258385181427,1.063131332397461
