name,iso3,continent,patterns_area,patterns_gdp_2000,patterns_pop_2000,patterns_gdp_2100,patterns_pop_2100,scenario,source,source_id
Bahamas,BHS,South America,0.7162414789199829,0.7147829532623291,0.7147828936576843,0.7147844433784485,0.7147865891456604,ssp1,MRI-ESM2-0,18
Bosnia and Herz.,BIH,Eurasia,0.8876808285713196,0.8862471580505371,0.8844960927963257,0.8843872547149658,0.8854655027389526,ssp1,MRI-ESM2-0,18
Belarus,BLR,Eurasia,0.6992213129997253,0.6973681449890137,0.6956468820571899,0.69841468334198,0.6955435872077942,ssp1,MRI-ESM2-0,18
Belize,BLZ,South America,1.0949594974517822,0.7824665307998657,0.929497480392456,1.0347856283187866,1.0618900060653687,ssp1,MRI-ESM2-0,18
Bolivia,BOL,South America,1.1446040868759155,1.1913048028945923,1.1960116624832153,1.1894108057022095,1.200553297996521,ssp1,MRI-ESM2-0,18
Brazil,BRA,South America,1.0227819681167603,0.97283536195755,0.9712519645690918,0.9584365487098694,0.9672712683677673,ssp1,MRI-ESM2-0,18
Brunei,BRN,Eurasia,0.889291524887085,0.8842796087265015,0.8838320970535278,0.88437819480896,0.8841001391410828,ssp1,MRI-ESM2-0,18
Bhutan,BTN,Eurasia,1.24611234664917,1.2178163528442383,1.2174781560897827,1.2270408868789673,1.2200101613998413,ssp1,MRI-ESM2-0,18
Botswana,BWA,Africa,1.3989602327346802,1.3704806566238403,1.373862385749817,1.3698368072509766,1.3687856197357178,ssp1,MRI-ESM2-0,18
Central African Rep.,CAF,Africa,1.1807092428207397,1.1551239490509033,1.1570031642913818,1.1587122678756714,1.153826117515564,ssp1,MRI-ESM2-0,18
Canada,CAN,North America,1.6335290670394897,1.4880927801132202,1.7740854024887085,1.6889193058013916,1.7068028450012207,ssp1,MRI-ESM2-0,18
Switzerland,CHE,Eurasia,0.8160277605056763,0.8168701529502869,0.810084342956543,0.8166617751121521,0.8117219805717468,ssp1,MRI-ESM2-0,18
Chile,CHL,South America,0.9312106966972351,0.9998687505722046,0.9687454104423523,0.983043372631073,0.95536041259765625,ssp1,MRI-ESM2-0,18
China,CHN,Eurasia,1.163339614868164,1.0396029949188232,1.0493261814117432,1.0166752338409424,1.0355308055877686,ssp1,MRI-ESM2-0,18
Ivory Coast,CIV,Africa,1.3367865085601807,1.2139184474945068,1.285233736038208,1.2832528352737427,1.2977042198181152,ssp1,MRI-ESM2-0,18
Cameroon,CMR,Africa,1.132494330406189,1.202089786529541,1.2011972665786743,1.224444031715393,1.2068548202514648,ssp1,MRI-ESM2-0,18
Congo (Kinshasa),COD,Africa,1.3342564105987549,1.2023580074310303,1.2079554796218872,1.2094643115997314,1.2049888372421265,ssp1,MRI-ESM2-0,18
Congo (Brazzaville),COG,Africa,1.0893675088882446,1.1053493022918701,1.0943316221237183,1.095486044883728,1.0921884775161743,ssp1,MRI-ESM2-0,18
Colombia,COL,South America,1.0077570676803589,1.0581941604614258,1.0538498163223267,1.056564450263977,1.0525261163711548,ssp1,MRI-ESM2-0,18
Costa Rica,CRI,South America,0.9633174538612366,0.9413119554519653,0.9364084005355835,0.9445172548294067,0.9397793412208557,ssp1,MRI-ESM2-0,18
Cuba,CUB,South America,0.905275821685791,0.900928258895874,0.9177196621894836,0.8906731009483337,0.8982976675033569,ssp1,MRI-ESM2-0,18
N. Cyprus,CYN,Eurasia,0.8587254881858826,0.8632652759552002,0.8603861331939697,0.8581586480140686,0.8607775568962097,ssp1,MRI-ESM2-0,18
Cyprus,CYP,Eurasia,0.8346585631370544,0.8471164703369141,0.8381425738334656,0.8336524367332458,0.8391061425209045,ssp1,MRI-ESM2-0,18
Czech Rep.,CZE,Eurasia,0.678200364112854,0.6478471755981445,0.6607305407524109,0.6608572602272034,0.6651485562324524,ssp1,MRI-ESM2-0,18
Germany,DEU,Eurasia,0.576958417892456,0.5658629536628723,0.5675180554389954,0.5586046576499939,0.5618453621864319,ssp1,MRI-ESM2-0,18
Djibouti,DJI,Africa,1.089752197265625,1.0471364259719849,1.0302727222442627,1.1410317420959473,1.1046825647354126,ssp1,MRI-ESM2-0,18
Denmark,DNK,Eurasia,0.34768518805503845,0.35159412026405334,0.3493664264678955,0.34962475299835205,0.34947627782821655,ssp1,MRI-ESM2-0,18
Dominican Rep.,DOM,South America,0.96632981300354,1.0220319032669067,1.0702598094940186,1.0998272895812988,1.0699325799942017,ssp1,MRI-ESM2-0,18
Algeria,DZA,Africa,1.285294532775879,1.209476351737976,1.210237979888916,1.197702407836914,1.2052125930786133,ssp1,MRI-ESM2-0,18
Ecuador,ECU,South America,0.9783710241317749,0.9973688125610352,1.0000758171081543,0.996381938457489,0.997741162776947,ssp1,MRI-ESM2-0,18
Egypt,EGY,Africa,1.035984992980957,1.0000152587890625,1.00692617893219,0.9894575476646423,0.9985663294792175,ssp1,MRI-ESM2-0,18
Eritrea,ERI,Africa,1.1445848941802979,1.001460075378418,1.1012682914733887,1.1275242567062378,1.1281381845474243,ssp1,MRI-ESM2-0,18
Spain,ESP,Eurasia,0.9953773021697998,0.9050948023796082,0.9046187400817871,0.8687335848808289,0.9018474221229553,ssp1,MRI-ESM2-0,18
Estonia,EST,Eurasia,0.6670519113540649,0.6666895151138306,0.6667000651359558,0.6665449738502502,0.6662388443946838,ssp1,MRI-ESM2-0,18
Ethiopia,ETH,Africa,1.1241166591644287,1.1309915781021118,1.1300809383392334,1.1424888372421265,1.145774245262146,ssp1,MRI-ESM2-0,18
Finland,FIN,Eurasia,0.7393590211868286,0.7065098285675049,0.6959527134895325,0.6906802654266357,0.6945204734802246,ssp1,MRI-ESM2-0,18
Fiji,FJI,Australia,0.7460267543792725,0.7460268139839172,0.7460268139839172,0.7460267543792725,0.7460267543792725,ssp1,MRI-ESM2-0,18
Falkland Is.,FLK,South America,0.6736850142478943,0.672370195388794,0.6723703145980835,0.6723699569702148,0.6723699569702148,ssp1,MRI-ESM2-0,18
France,FRA,Eurasia,0.6786572337150574,0.5988695621490479,0.6338068246841431,0.5928447842597961,0.6285866498947144,ssp1,MRI-ESM2-0,18
Gabon,GAB,Africa,1.002630591392517,0.9886128306388855,0.9830941557884216,0.9906823039054871,0.9844306707382202,ssp1,MRI-ESM2-0,18
United Kingdom,GBR,Eurasia,0.2528805136680603,0.3094448745250702,0.30564084649086,0.3108559250831604,0.31163132190704346,ssp1,MRI-ESM2-0,18
Georgia,GEO,Eurasia,1.0445197820663452,1.038084626197815,1.0525554418563843,1.0436333417892456,1.0449681282043457,ssp1,MRI-ESM2-0,18
Ghana,GHA,Africa,1.3755077123641968,1.1842013597488403,1.2271506786346436,1.2030681371688843,1.2366639375686646,ssp1,MRI-ESM2-0,18
Guinea,GIN,Africa,1.293953776359558,1.3331849575042725,1.391021490097046,1.391419768333435,1.3761721849441528,ssp1,MRI-ESM2-0,18
Gambia,GMB,Africa,1.3324097394943237,1.1721322536468506,1.2999615669250488,1.300874948501587,1.3124477863311768,ssp1,MRI-ESM2-0,18
Guinea Bissau,GNB,Africa,1.3215714693069458,1.2021974325180054,1.2929929494857788,1.2871007919311523,1.307993769645691,ssp1,MRI-ESM2-0,18
Eq. Guinea,GNQ,Africa,0.9860965609550476,0.9814959764480591,0.9833064079284668,0.9836671948432922,0.9848682284355164,ssp1,MRI-ESM2-0,18
Greece,GRC,Eurasia,1.0205755233764648,1.0476235151290894,1.0320385694503784,1.0263359546661377,1.0217913389205933,ssp1,MRI-ESM2-0,18
Greenland,GRL,Eurasia,1.2858883142471313,1.6100564002990723,1.6099357604980469,1.6099780797958374,1.6097441911697388,ssp1,MRI-ESM2-0,18
Guatemala,GTM,South America,1.0941870212554932,1.0052928924560547,1.0059912204742432,1.003420114517212,1.00644850730896,ssp1,MRI-ESM2-0,18
Guyana,GUY,South America,0.9556555151939392,0.8013343811035156,0.8112039566040039,0.7777408957481384,0.8003084063529968,ssp1,MRI-ESM2-0,18
Honduras,HND,South America,1.1582311391830444,1.1581560373306274,1.1818920373916626,1.1806379556655884,1.1814848184585571,ssp1,MRI-ESM2-0,18
Croatia,HRV,Eurasia,0.8805731534957886,0.8695276975631714,0.8764595985412598,0.8608935475349426,0.8659532070159912,ssp1,MRI-ESM2-0,18
Haiti,HTI,South America,1.0517600774765015,1.1382869482040405,1.14830482006073,1.149174451828003,1.1451541185379028,ssp1,MRI-ESM2-0,18
Hungary,HUN,Eurasia,0.8072864413261414,0.7885255217552185,0.791699230670929,0.788930356502533,0.791187047958374,ssp1,MRI-ESM2-0,18
Indonesia,IDN,Eurasia,0.8748955726623535,0.9070236682891846,0.9054181575775146,0.9089427590370178,0.9047960638999939,ssp1,MRI-ESM2-0,18
India,IND,Eurasia,1.2761586904525757,1.278577446937561,1.271816372871399,1.2417455911636353,1.2516645193099976,ssp1,MRI-ESM2-0,18
Ireland,IRL,Eurasia,0.1936439573764801,0.22200076282024384,0.1989772766828537,0.21281740069389343,0.2120075523853302,ssp1,MRI-ESM2-0,18
Iran,IRN,Eurasia,1.2365705966949463,1.2344427108764648,1.2475180625915527,1.2317848205566406,1.2478679418563843,ssp1,MRI-ESM2-0,18
Iraq,IRQ,Eurasia,1.2381209135055542,1.267203688621521,1.2692389488220215,1.2711583375930786,1.2709020376205444,ssp1,MRI-ESM2-0,18
Iceland,ISL,Eurasia,0.4316805601119995,0.3885957598686218,0.36495956778526306,0.3751126527786255,0.3676934242248535,ssp1,MRI-ESM2-0,18
Israel,ISR,Eurasia,0.9787437915802002,0.9118981957435608,0.9414852261543274,0.9111236929893494,0.9291267395019531,ssp1,MRI-ESM2-0,18
Italy,ITA,Eurasia,0.9114580154418945,0.9030783176422119,0.9071170687675476,0.9094402194023132,0.910636842250824,ssp1,MRI-ESM2-0,18
Jamaica,JAM,South America,0.7905757427215576,0.7905756831169128,0.7905757427215576,0.7905756831169128,0.7905757427215576,ssp1,MRI-ESM2-0,18
Jordan,JOR,Eurasia,1.1056528091430664,1.0590920448303223,1.0614317655563354,1.058957576751709,1.0611323118209839,ssp1,MRI-ESM2-0,18
Japan,JPN,Eurasia,0.9870896339416504,0.9697901010513306,0.9742453098297119,0.9691667556762695,0.9736714363098145,ssp1,MRI-ESM2-0,18
Kazakhstan,KAZ,Eurasia,0.9498800039291382,1.025498867034912,1.0238709449768066,1.026189923286438,1.0233300924301147,ssp1,MRI-ESM2-0,18
Kenya,KEN,Africa,1.0942013263702393,1.0496715307235718,1.0683262348175049,1.0557808876037598,1.0675632953643799,ssp1,MRI-ESM2-0,18
Kyrgyzstan,KGZ,Eurasia,1.1450968980789185,1.0917139053344727,1.1149868965148926,1.1055949926376343,1.1137902736663818,ssp1,MRI-ESM2-0,18
Cambodia,KHM,Eurasia,0.9992859959602356,0.9901267886161804,0.9954421520233154,0.9998694658279419,0.9952700734138489,ssp1,MRI-ESM2-0,18
S. Korea,KOR,Eurasia,0.9952990412712097,1.0059226751327515,1.005497694015503,1.00481116771698,1.0046937465667725,ssp1,MRI-ESM2-0,18
Kosovo,KOS,Eurasia,1.0476417541503906,1.0872890949249268,1.071558952331543,1.0891101360321045,1.0762563943862915,ssp1,MRI-ESM2-0,18
Kuwait,KWT,Eurasia,1.1776639223098755,1.1014076471328735,1.102471947669983,1.1040539741516113,1.1057692766189575,ssp1,MRI-ESM2-0,18
Laos,LAO,Eurasia,1.0404903888702393,1.0535492897033691,1.0433224439620972,1.039279580116272,1.0376158952713013,ssp1,MRI-ESM2-0,18
Lebanon,LBN,Eurasia,1.0063118934631348,1.003774642944336,1.0125279426574707,1.0133256912231445,1.0192015171051025,ssp1,MRI-ESM2-0,18
Liberia,LBR,Africa,1.3061463832855225,1.012968897819519,1.1074461936950684,1.1521368026733398,1.148800253868103,ssp1,MRI-ESM2-0,18
Libya,LBY,Africa,1.0485737323760986,0.91765958070755,0.9177894592285156,0.902920663356781,0.9223371744155884,ssp1,MRI-ESM2-0,18
Sri Lanka,LKA,Eurasia,0.9421506524085999,0.9416015148162842,0.9418423175811768,0.9382519125938416,0.9413365721702576,ssp1,MRI-ESM2-0,18
Lesotho,LSO,Africa,1.2272300720214844,1.2224360704421997,1.2226446866989136,1.2422964572906494,1.2400696277618408,ssp1,MRI-ESM2-0,18
Lithuania,LTU,Eurasia,0.6379929780960083,0.6095353364944458,0.6170287132263184,0.6089464426040649,0.612938642501831,ssp1,MRI-ESM2-0,18
Luxembourg,LUX,Eurasia,0.5540183782577515,0.5549782514572144,0.5547477602958679,0.5543928742408752,0.5542500615119934,ssp1,MRI-ESM2-0,18
Latvia,LVA,Eurasia,0.6445503234863281,0.6268468499183655,0.6304749250411987,0.6227890849113464,0.6267508268356323,ssp1,MRI-ESM2-0,18
Morocco,MAR,Africa,1.179836630821228,1.0244617462158203,1.0736037492752075,1.0298515558242798,1.05989408493042,ssp1,MRI-ESM2-0,18
Moldova,MDA,Eurasia,0.9670867919921875,0.9818078875541687,0.9812381863594055,0.978905975818634,0.9817729592323303,ssp1,MRI-ESM2-0,18
Madagascar,MDG,Africa,0.976285457611084,0.9625459909439087,0.9901189804077148,0.9806839823722839,0.980911910533905,ssp1,MRI-ESM2-0,18
Mexico,MEX,South America,1.0476876497268677,1.0124387741088867,1.0137444734573364,1.0087525844573975,1.0126726627349854,ssp1,MRI-ESM2-0,18
Macedonia,MKD,Eurasia,1.0785744190216064,1.0981758832931519,1.0928492546081543,1.097603678703308,1.094609022140503,ssp1,MRI-ESM2-0,18
Mali,MLI,Africa,1.496707797050476,1.6573841571807861,1.649986743927002,1.653796672821045,1.6460329294204712,ssp1,MRI-ESM2-0,18
Myanmar,MMR,Eurasia,1.1535365581512451,1.1107012033462524,1.1483832597732544,1.105912685394287,1.1267369985580444,ssp1,MRI-ESM2-0,18
Montenegro,MNE,Eurasia,0.9398828744888306,0.9671419858932495,0.9495745301246643,0.9658389091491699,0.958358883857727,ssp1,MRI-ESM2-0,18
Mongolia,MNG,Eurasia,1.1913357973098755,1.1972856521606445,1.194683313369751,1.1976271867752075,1.1953541040420532,ssp1,MRI-ESM2-0,18
Mozambique,MOZ,Africa,1.1684622764587402,1.0585893392562866,1.1426887512207031,1.121663212776184,1.1514229774475098,ssp1,MRI-ESM2-0,18
Mauritania,MRT,Africa,1.3454371690750122,0.8973457217216492,1.0427789688110352,1.182051658630371,1.2427475452423096,ssp1,MRI-ESM2-0,18
Malawi,MWI,Africa,1.25986909866333,1.2722692489624023,1.2700221538543701,1.264531135559082,1.2657221555709839,ssp1,MRI-ESM2-0,18
Malaysia,MYS,Eurasia,0.880790650844574,0.8499475121498108,0.86074066162109375,0.8438255786895752,0.8499073386192322,ssp1,MRI-ESM2-0,18
Namibia,NAM,Africa,1.365979552268982,1.1534500122070313,1.2089341878890991,1.146139144897461,1.2068575620651245,ssp1,MRI-ESM2-0,18
New Caledonia,NCL,Australia,0.9129188656806946,0.9301668405532837,0.9301667809486389,0.9293935298919678,0.9293444752693176,ssp1,MRI-ESM2-0,18
Niger,NER,Africa,1.3396624326705933,1.3791303634643555,1.382120966911316,1.4261419773101807,1.4146863222122192,ssp1,MRI-ESM2-0,18
Nigeria,NGA,Africa,1.2747787237167358,1.1441587209701538,1.162954330444336,1.1284765005111694,1.1503207683563232,ssp1,MRI-ESM2-0,18
Nicaragua,NIC,South America,1.0949211120605469,0.9965249300003052,1.098522424697876,1.0622389316558838,1.0869287252426147,ssp1,MRI-ESM2-0,18
Netherlands,NLD,Eurasia,0.41700518131256104,0.40521788597106934,0.41023725271224976,0.4046391248703003,0.4095790386199951,ssp1,MRI-ESM2-0,18
Norway,NOR,Eurasia,0.9152758121490479,0.5683556199073792,0.8236329555511475,0.7242443561553955,0.7804827094078064,ssp1,MRI-ESM2-0,18
Nepal,NPL,Eurasia,1.3477803468704224,1.3560229539871216,1.3499828577041626,1.3409935235977173,1.339086890220642,ssp1,MRI-ESM2-0,18
New Zealand,NZL,Australia,0.919501781463623,0.9343233108520508,0.9252827167510986,0.9297076463699341,0.9285270571708679,ssp1,MRI-ESM2-0,18
Oman,OMN,Eurasia,1.073777675628662,0.98423832654953,0.9848129153251648,0.9780665040016174,0.9917307496070862,ssp1,MRI-ESM2-0,18
Pakistan,PAK,Eurasia,1.3196868896484375,1.3890879154205322,1.383472204208374,1.383090853691101,1.3732155561447144,ssp1,MRI-ESM2-0,18
Panama,PAN,South America,0.8909878134727478,0.8926961421966553,0.8917955160140991,0.8996838331222534,0.8922101855278015,ssp1,MRI-ESM2-0,18
Peru,PER,South America,1.0760691165924072,1.1156773567199707,1.1162582635879517,1.1097078323364258,1.114715576171875,ssp1,MRI-ESM2-0,18
Philippines,PHL,Eurasia,0.8553751707077026,0.8592591881752014,0.8658925890922546,0.8658949732780457,0.8673053979873657,ssp1,MRI-ESM2-0,18
Papua New Guinea,PNG,Australia,0.8297232389450073,0.8071474432945251,0.8190769553184509,0.8190152645111084,0.8243259191513062,ssp1,MRI-ESM2-0,18
Poland,POL,Eurasia,0.6314834356307983,0.6328715085983276,0.6317431330680847,0.6261672377586365,0.6257615685462952,ssp1,MRI-ESM2-0,18
Puerto Rico,PRI,South America,0.784711480140686,0.7847114205360413,0.784711480140686,0.7847114205360413,0.784711480140686,ssp1,MRI-ESM2-0,18
N. Korea,PRK,Eurasia,1.0655944347381592,1.041745662689209,1.0637233257293701,1.0497673749923706,1.0619186162948608,ssp1,MRI-ESM2-0,18
Portugal,PRT,Eurasia,0.8600460886955261,0.6594157814979553,0.6751001477241516,0.6528002619743347,0.6675974726676941,ssp1,MRI-ESM2-0,18
