"b_aero_NH3"
-0.0013866167170157625
-0.0013872402554036634
-0.002374560018460204
-0.0016468595848989863
-0.0021012608411184372
-0.0017603226099599288
-0.00222713379225124
-0.0018757124458713967
-0.0018565118336542888
-0.0018094786216647082
-0.0013750078072572983
-0.002385080806798198
-0.0016182792538341278
-0.0021362464967412385
-0.0014734835737705081
-0.003326410593006292
-0.0021914824268940846
-0.0012396482156827003
-0.002110226863164444
-0.0019719552164393366
-0.002804922646218221
-0.0016467393734982982
-0.002095703906285145
-0.0017534216772993497
-0.0022305790875387184
-0.00123911408198267
-0.001771227554358854
-0.002548095332832704
-0.0020905683051459464
-0.002026985642211347
-0.0022276676717694482
-0.0021200343990126626
-0.0014497579949536755
-0.002919278702402555
-0.001825655177612574
-0.001973032841510364
-0.00139179475031321
-0.0029056618314677422
-0.0021202602498660707
-0.002107462824845492
-0.0012684424973732741
-0.0015204307995975999
-0.002226107359947487
-0.0016082054280520228
-0.0019553755913666914
-0.0015922054772236052
-0.002070420765082716
-0.0028847972400060794
-0.0019965139094751034
-0.0024748299735020537
-0.0009378540697892003
-0.0011419574583107482
-0.0018785777367015554
-0.0016728195553448158
-0.0028516147527521967
-0.0011615871562252965
-0.002346237260239254
-0.0013976017101342718
-0.0018450459867551262
-0.0017460176862809918
-0.0012656986567083659
-0.0013166033658215729
-0.0018168098006838057
-0.001747756252069284
-0.001829791735619734
-0.0021905123985057093
-0.0023567312924111625
-0.0011807245190460528
-0.0018470385943925671
-0.0020059490785390827
-0.001947154301240763
-0.002798043527359146
-0.0017211281973663133
-0.0020642921526223186
-0.002258421733798267
-0.002210862098746777
-0.0018961554752416384
-0.001320545258320945
-0.001408278852832623
-0.0018764140758985217
-0.0017012202840682347
-0.0015600543497883217
-0.0024782648012097743
-0.0014369705403884288
-0.0024062195775962363
-0.0024550333096351098
-0.0020165517139214477
-0.0011751809626495756
-0.0019695111130883973
-0.0023985169894233326
-0.0018347246705071826
-0.0016795494585861073
-0.002352546233698981
-0.0019957206601698115
-0.001030021811557385
-0.0031826158965032763
-0.0016659428058905254
-0.002446479845386606
-0.0028804454860434504
-0.0022610064828285123
-0.0018680094984539245
-0.0021232249437283038
-0.0020406519145656854
-0.0022963248161205975
-0.002245453129950509
-0.00215006019822475
-0.003052279594195162
-0.0019090141742495854
-0.0013819517164671297
-0.002559667931711367
-0.0015365213466347984
-0.0023300779122972016
-0.0018158626413786808
-0.0014776929817639176
-0.002614572328778324
