"CFC_11","CFC_12","CFC_113","CFC_114","CFC_115","CARB_TET","MCF","HCFC_22","HCFC_141B","HCFC_142B","HALON1211","HALON1202","HALON1301","HALON2402","CH3BR","CH3CL"
1.1582002705100407,1.147950710594023,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806
0.9507056500277407,0.9422923256912121,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679
1.0473419298598667,1.0380734172062398,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714
1.0723191970304076,1.0628296466142095,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298
1.2612618812907097,1.2501002717217657,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335
0.9574520865840388,0.948979059269136,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999
1.149921290146722,1.1397449955436538,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337
1.102296107492725,1.0925412746830552,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134
1.090227302252064,1.0805792730285946,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594
1.2508533332024985,1.2397838346785828,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917
1.2107775849524773,1.2000627390679424,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198
1.2056441987871889,1.194974781098807,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203
0.9968705842622165,0.988048720684675,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174
1.0949312974057526,1.0852416399065867,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952
1.1057233458554445,1.0959381835027417,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051
1.1481093181602793,1.1379490587075336,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835
0.9156881255485286,0.9075846908091613,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511
1.096654558581212,1.0869496509831484,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824
