"C_pi"
275.6170104512573
276.94947648226156
273.90608028208675
275.8694454309058
277.6584473424856
277.36631508740567
279.6102018276461
280.9246272887301
276.86957581689785
277.1112374886118
275.2637270560486
279.6615234795186
277.67593559168137
271.5275011638412
278.9933714229718
275.0247099512986
276.9409444570805
280.70078434122655
279.9851999798528
272.1640234542276
270.2378637317624
279.24567401599194
273.75890611215846
278.1382033222191
281.57441746379544
276.2907025521429
281.7440945642141
279.01377437339045
275.8085783889065
278.5105000236592
274.4555481709154
277.6219647920786
272.81246376258787
273.94083398879707
272.867928089739
280.208412051335
275.23308734271944
271.92074900969084
279.0735512041948
282.6580018674553
275.11657501231514
278.17154738614664
277.6089394641038
274.0475282541455
280.358597220183
280.4704642813584
274.5446492335832
282.27623549931735
278.74748397841154
275.192289512279
278.55740455455896
280.55792293779666
271.8384878463435
278.033406425301
274.88662964837164
274.14640970374256
280.48348101077477
279.85482386969744
275.79265874053294
276.3730254511293
281.8815133170781
278.11084456058586
271.45872519903816
275.4020559799277
276.062292674999
274.0420472066447
271.92220219915436
277.59685251177314
278.86318600743095
279.89723606628144
274.0033693393476
277.2463058343438
274.33819115914224
271.92456944893013
274.32027602520577
281.2566695034501
273.8798337441737
281.42279015879797
274.5666114287604
275.9918653684485
274.98299623425004
274.2501954942645
274.1990917348053
275.69981664391304
277.56864838141604
276.5339155992893
277.420556832409
277.99300221796767
275.39160382309893
276.52262679142945
273.04921810464896
276.0806080562362
278.77330584710336
272.71292858573776
275.43717451824085
279.4796855947431
275.1889783476318
280.1705565010841
279.32704270297336
279.9606017555743
281.0399625972753
279.3792082483752
276.1654462663524
274.72242790901066
279.0697445485734
278.22793993402166
273.778444743093
276.5855842137322
276.0746632841807
277.1271145454853
277.98784556287325
275.69510901059226
279.95558024307275
276.62009298253605
274.96609373677205
276.5077479452133
276.9672295241492
276.3967425992381
273.20797292542636
273.313803942031
278.0213459559953
275.69585081016635
274.6328352584563
276.4782682159781
277.0839346839578
275.90943401517757
275.22507321165
273.2123323506581
272.6983422057269
281.03246397103146
277.50086081428157
277.87016668644134
280.59311756741556
273.04053619350674
280.4660813598173
280.5299362654095
275.63488521326326
276.27604961422
281.75120222255805
279.2134981111587
281.8115171663203
274.7877802953189
276.05441926992404
275.4585389417133
274.5804916710125
278.45175341473885
276.6835111771465
275.69677455455025
273.6756746681684
279.4855461744419
273.36703203523
271.54249671458837
281.41730180888175
270.83951747368457
278.99987704781944
274.6283484180794
276.24860400270967
279.4282126863402
276.43034475324947
281.01066587834345
272.83338163617424
278.77643777664383
277.2799153989524
277.6368055007755
276.9735624021741
277.2751449474941
274.83206691165094
279.6103444099868
274.10275427373614
275.80557902552033
276.7094047668243
278.72920026441983
279.8996487109073
277.9078220633056
278.50496787715053
279.8272771414938
280.0267245301281
276.9165311273254
275.9465272192215
277.27473280249126
280.9291581458142
278.4141939331091
270.03154107235815
280.1392791184218
277.95934753835553
275.53221682871987
276.62800796078204
274.3262183714839
281.79243428203665
279.21618339948765
275.7194723860607
275.439888267206
278.3327414043816
280.97907418309075
275.0395314322266
278.99445834328975
280.1295886884315
274.6882246250288
283.8840326384165
271.31919282819194
277.7656518020879
278.362463643695
281.95841592866316
275.98416738539265
280.14820852815626
283.25233145647366
276.0994963571914
268.93603889740615
275.2869202151412
273.4488889128419
275.3545064971119
280.09806524417235
274.0919615804112
278.930653468764
277.05960229723826
274.98484661251314
276.4494442352151
276.41809896771986
276.4908584337072
279.97864582054996
276.05368033452294
277.92628618288984
278.0004480264345
273.8452349978577
278.841009315714
281.60065375054506
273.24661148578014
277.8363053760312
276.53874322167843
278.0367752781048
272.82329139492094
280.33415055966776
272.33838568941786
278.24636814077337
276.4357478178482
275.4220128743696
272.7515985699977
277.4398484300318
274.8745562709681
281.7981127592661
280.19352817909106
281.57823345378523
273.8509105258565
274.770831873451
276.61954568590284
275.94422296570866
272.2849241561475
277.4339312059546
278.25671549443945
278.1554410096797
